81860.95000000001,82043.5075,2.2350000000000003
81860.8975,82044.12000000001,4.7075000000000005
81860.5,82044.17,7.15
81858.79000000001,82043.815,8.434999999999999
81860.41,82044.14,10.73
81859.77333333335,82043.56666666667,14.416666666666666
81861.42,82042.28,16.59
81860.185,82044.66249999999,19.2575
81860.62,82044.85,20.606
81860.26000000001,82044.0,22.25
81860.14,82044.12333333334,25.5
81859.94000000002,82043.562,26.838
"
"
81871.21111111112,82057.48666666666,1.6933333333333336
81872.34666666666,82057.91333333333,4.3566666666666665
81872.45666666667,82057.81,6.28
81872.57,82057.87,8.275
81872.13666666667,82057.64,9.826666666666666
81872.42,82057.775,12.024999999999999
81872.35,82057.725,14.260000000000002
81872.22,82057.66,15.65
81872.84,82056.805,18.090000000000003
81872.27,82057.23333333332,20.5
81872.70666666668,82056.73666666668,22.110000000000003
81872.56666666667,82057.20333333335,24.513333333333332
"
"
81845.055,82054.07,2.795
81845.44,82055.05,7.930000000000001
81845.536,82054.93400000001,10.75
81845.36,82055.15000000001,12.785
81845.05428571429,82055.10285714285,14.837142857142856
81844.29,82055.2288888889,16.932222222222226
81844.13,82055.34,19.24571428571429
81845.75666666667,82055.67833333333,20.998333333333335
81843.95800000001,82056.385,23.268000000000004
81844.42333333334,82056.62583333334,25.001666666666665
"
"
81872.375,82059.785,-0.39000000000000007
81872.96333333333,82059.28416666666,1.4441666666666668
81872.33666666666,82057.91666666667,3.6566666666666667
81872.44333333334,82057.81,5.6499999999999995
81872.56,82057.88,7.365
81872.55,82057.85666666666,9.586666666666668
81872.40000000001,82057.76333333332,11.683333333333332
81872.33499999999,82057.725,13.335
81873.2275,82059.575,15.8275
81874.33499999999,82061.895,17.38
81872.72666666667,82058.97333333334,19.39666666666667
"
"
81838.1375,82061.31999999999,1.7525
81838.44,82061.75,4.5600000000000005
81838.04833333332,82061.29166666667,5.965
81838.1,82061.696,8.092
81838.21,82061.64,9.89
81837.91500000001,82061.55,12.275000000000002
81837.99666666667,82061.58,14.01
81838.195,82061.70999999999,16.16
81837.372,82061.626,18.234
81837.028,82061.084,20.174
"
"
81860.84285714287,82063.48142857142,2.21
81860.71666666666,82063.42,4.1433333333333335
81860.676,82063.428,6.046
81860.72200000002,82063.368,8.204
81860.52500000001,82063.03,10.381250000000001
81860.492,82063.174,12.034
81860.478,82063.196,14.12
81859.92999999998,82062.62,16.23
81859.75800000002,82062.416,17.986
81859.26285714285,82062.91,20.020000000000003
"
"
81874.00666666667,82064.06666666667,2.0966666666666667
81873.81333333334,82064.02333333333,4.326666666666667
81873.91,82064.01,5.51
81873.65000000001,82064.27,8.34
81873.49333333333,82064.20666666667,10.63
81873.315,82064.145,12.36
81874.27666666667,82065.05333333334,14.616666666666667
81873.68909090909,82063.59,16.65727272727273
81873.7281818182,82065.05181818182,18.686363636363637
81873.312,82065.696,20.462
"
"
81850.64800000002,82073.09400000001,2.164
81850.84,82072.714,4.234
81850.758,82073.21,6.436
81850.66500000001,82072.795,8.684999999999999
81850.35400000002,82072.634,10.906
81850.32999999999,82072.52500000001,12.611666666666666
81849.20888888888,82072.24666666666,14.473333333333336
81850.04142857144,82072.82714285715,16.552857142857142
81848.485,82072.20333333332,18.509999999999998
81849.675,82073.18,20.3325
81849.61600000001,82072.81300000001,22.633
81849.42529411765,82071.69764705883,24.331764705882353
"
"
81854.93,82078.58,1.345
81857.28,82077.76,8.99
81856.90000000001,82077.85,11.89
81855.39428571428,82076.5642857143,13.664285714285715
81855.70700000001,82077.083,16.529999999999998
81853.9325,82077.2,18.66
81853.764,82077.566,20.184
81854.80166666668,82076.76333333335,21.808333333333334
"
"
81835.24333333333,82081.42666666668,1.7833333333333332
81835.315,82081.29000000001,3.84
81835.32333333333,82081.27666666666,6.083333333333333
81835.26500000001,82081.24,8.094999999999999
81835.255,82081.225,9.85
81835.30666666666,82081.21666666667,12.223333333333334
81835.3,82081.2,13.93
81835.88,82081.17666666668,16.17
81835.08571428571,82081.21428571429,18.497142857142858
81835.0925,82079.98000000001,20.595
81835.428,82080.764,22.410000000000004
81835.60230769232,82081.17538461537,24.680000000000003
81835.1,82080.956,26.201999999999998
81835.47857142857,82080.72928571429,28.267142857142858
81835.24461538461,82080.57807692306,30.144230769230774
"
"
81860.95000000001,82043.5075,2.2350000000000003
81860.8975,82044.12000000001,4.7075000000000005
81860.5,82044.17,7.15
81858.79000000001,82043.815,8.434999999999999
81860.41,82044.14,10.73
81859.77333333335,82043.56666666667,14.416666666666666
81861.42,82042.28,16.59
81860.185,82044.66249999999,19.2575
81860.62,82044.85,20.606
81860.26000000001,82044.0,22.25
81860.14,82044.12333333334,25.5
81859.94000000002,82043.562,26.838
"
"
81871.21111111112,82057.48666666666,1.6933333333333336
81872.34666666666,82057.91333333333,4.3566666666666665
81872.45666666667,82057.81,6.28
81872.57,82057.87,8.275
81872.13666666667,82057.64,9.826666666666666
81872.42,82057.775,12.024999999999999
81872.35,82057.725,14.260000000000002
81872.22,82057.66,15.65
81872.84,82056.805,18.090000000000003
81872.27,82057.23333333332,20.5
81872.70666666668,82056.73666666668,22.110000000000003
81872.56666666667,82057.20333333335,24.513333333333332
"
"
81845.055,82054.07,2.795
81845.44,82055.05,7.930000000000001
81845.536,82054.93400000001,10.75
81845.36,82055.15000000001,12.785
81845.05428571429,82055.10285714285,14.837142857142856
81844.29,82055.2288888889,16.932222222222226
81844.13,82055.34,19.24571428571429
81845.75666666667,82055.67833333333,20.998333333333335
81843.95800000001,82056.385,23.268000000000004
81844.42333333334,82056.62583333334,25.001666666666665
"
"
81872.375,82059.785,-0.39000000000000007
81872.96333333333,82059.28416666666,1.4441666666666668
81872.33666666666,82057.91666666667,3.6566666666666667
81872.44333333334,82057.81,5.6499999999999995
81872.56,82057.88,7.365
81872.55,82057.85666666666,9.586666666666668
81872.40000000001,82057.76333333332,11.683333333333332
81872.33499999999,82057.725,13.335
81873.2275,82059.575,15.8275
81874.33499999999,82061.895,17.38
81872.72666666667,82058.97333333334,19.39666666666667
"
"
81838.1375,82061.31999999999,1.7525
81838.44,82061.75,4.5600000000000005
81838.04833333332,82061.29166666667,5.965
81838.1,82061.696,8.092
81838.21,82061.64,9.89
81837.91500000001,82061.55,12.275000000000002
81837.99666666667,82061.58,14.01
81838.195,82061.70999999999,16.16
81837.372,82061.626,18.234
81837.028,82061.084,20.174
"
"
81860.84285714287,82063.48142857142,2.21
81860.71666666666,82063.42,4.1433333333333335
81860.676,82063.428,6.046
81860.72200000002,82063.368,8.204
81860.52500000001,82063.03,10.381250000000001
81860.492,82063.174,12.034
81860.478,82063.196,14.12
81859.92999999998,82062.62,16.23
81859.75800000002,82062.416,17.986
81859.26285714285,82062.91,20.020000000000003
"
"
81874.00666666667,82064.06666666667,2.0966666666666667
81873.81333333334,82064.02333333333,4.326666666666667
81873.91,82064.01,5.51
81873.65000000001,82064.27,8.34
81873.49333333333,82064.20666666667,10.63
81873.315,82064.145,12.36
81874.27666666667,82065.05333333334,14.616666666666667
81873.68909090909,82063.59,16.65727272727273
81873.7281818182,82065.05181818182,18.686363636363637
81873.312,82065.696,20.462
"
"
81850.64800000002,82073.09400000001,2.164
81850.84,82072.714,4.234
81850.758,82073.21,6.436
81850.66500000001,82072.795,8.684999999999999
81850.35400000002,82072.634,10.906
81850.32999999999,82072.52500000001,12.611666666666666
81849.20888888888,82072.24666666666,14.473333333333336
81850.04142857144,82072.82714285715,16.552857142857142
81848.485,82072.20333333332,18.509999999999998
81849.675,82073.18,20.3325
81849.61600000001,82072.81300000001,22.633
81849.42529411765,82071.69764705883,24.331764705882353
"
"
81854.93,82078.58,1.345
81857.28,82077.76,8.99
81856.90000000001,82077.85,11.89
81855.39428571428,82076.5642857143,13.664285714285715
81855.70700000001,82077.083,16.529999999999998
81853.9325,82077.2,18.66
81853.764,82077.566,20.184
81854.80166666668,82076.76333333335,21.808333333333334
"
"
81835.24333333333,82081.42666666668,1.7833333333333332
81835.315,82081.29000000001,3.84
81835.32333333333,82081.27666666666,6.083333333333333
81835.26500000001,82081.24,8.094999999999999
81835.255,82081.225,9.85
81835.30666666666,82081.21666666667,12.223333333333334
81835.3,82081.2,13.93
81835.88,82081.17666666668,16.17
81835.08571428571,82081.21428571429,18.497142857142858
81835.0925,82079.98000000001,20.595
81835.428,82080.764,22.410000000000004
81835.60230769232,82081.17538461537,24.680000000000003
81835.1,82080.956,26.201999999999998
81835.47857142857,82080.72928571429,28.267142857142858
81835.24461538461,82080.57807692306,30.144230769230774
"
"
81860.95000000001,82043.5075,2.2350000000000003
81860.8975,82044.12000000001,4.7075000000000005
81860.5,82044.17,7.15
81858.79000000001,82043.815,8.434999999999999
81860.41,82044.14,10.73
81859.77333333335,82043.56666666667,14.416666666666666
81861.42,82042.28,16.59
81860.185,82044.66249999999,19.2575
81860.62,82044.85,20.606
81860.26000000001,82044.0,22.25
81860.14,82044.12333333334,25.5
81859.94000000002,82043.562,26.838
"
"
